  0.314159, -0.500000,  0.500000,  0.314159, -0.314159, -0.314159, -0.314159,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000
  0.303627, -0.495726,  0.491526,  0.308174, -0.265440, -0.405542, -0.284863,  0.005372,  0.314163, -0.251197,  0.143436, -0.080469,  0.000000
  0.293373, -0.491215,  0.483365,  0.302509, -0.222566, -0.481403, -0.265035,  0.010322,  0.629649, -0.486204,  0.292691, -0.149245,  0.000000
  0.283315, -0.486674,  0.475375,  0.297213, -0.184270, -0.546128, -0.251552,  0.014879,  0.943463, -0.712368,  0.443460, -0.212365,  0.000000
  0.273422, -0.482187,  0.467498,  0.292284, -0.149518, -0.602638, -0.242531,  0.019073,  1.254296, -0.932677,  0.593929, -0.272310,  0.000000
  0.263682, -0.477795,  0.459713,  0.287708, -0.117593, -0.652806, -0.236812,  0.022929,  1.561473, -1.148521,  0.743205, -0.330253,  0.000000
  0.254087, -0.473518,  0.452009,  0.283464, -0.087997, -0.697889, -0.233636,  0.026472,  1.864602, -1.360605,  0.890802, -0.386805,  0.000000
  0.244636, -0.469366,  0.444382,  0.279530, -0.060371, -0.738771, -0.232479,  0.029724,  2.163438, -1.569311,  1.036433, -0.442305,  0.000000
  0.235328, -0.465346,  0.436832,  0.275885, -0.034448, -0.776100, -0.232960,  0.032705,  2.457822, -1.774846,  1.179922, -0.496946,  0.000000
  0.226162, -0.461460,  0.429359,  0.272507, -0.010021, -0.810371, -0.234794,  0.035434,  2.747650, -1.977327,  1.321162, -0.550839,  0.000000
  0.217138, -0.457707,  0.421966,  0.269377,  0.013070, -0.841966, -0.237759,  0.037929,  3.032855, -2.176815,  1.460085, -0.604045,  0.000000
  0.208256, -0.454087,  0.414655,  0.266477,  0.034955, -0.871195, -0.241680,  0.040206,  3.313396, -2.373341,  1.596654, -0.656599,  0.000000
  0.199518, -0.450597,  0.407427,  0.263790,  0.055740, -0.898307, -0.246412,  0.042279,  3.589252, -2.566918,  1.730849, -0.708515,  0.000000
  0.190921, -0.447235,  0.400286,  0.261299,  0.075513, -0.923512, -0.251837,  0.044163,  3.860418, -2.757551,  1.862665, -0.759797,  0.000000
  0.182467, -0.443998,  0.393232,  0.258990,  0.094348, -0.946987, -0.257856,  0.045871,  4.126903, -2.945239,  1.992105, -0.810442,  0.000000
  0.174155, -0.440883,  0.386268,  0.256849,  0.112307, -0.968881, -0.264382,  0.047414,  4.388721, -3.129981,  2.119183, -0.860442,  0.000000
  0.165985, -0.437886,  0.379397,  0.254864,  0.129445, -0.989327, -0.271342,  0.048803,  4.645899, -3.311774,  2.243915, -0.909790,  0.000000
  0.157956, -0.435005,  0.372618,  0.253024,  0.145808, -1.008438, -0.278672,  0.050050,  4.898468, -3.490620,  2.366323, -0.958475,  0.000000
  0.150066, -0.432234,  0.365933,  0.251317,  0.161439, -1.026315, -0.286316,  0.051163,  5.146464, -3.666521,  2.486430, -1.006487,  0.000000
  0.142316, -0.429571,  0.359345,  0.249733,  0.176373, -1.043048, -0.294222,  0.052152,  5.389929, -3.839481,  2.604265, -1.053817,  0.000000
  0.134705, -0.427013,  0.352852,  0.248264,  0.190643, -1.058718, -0.302346,  0.053024,  5.628908, -4.009509,  2.719855, -1.100456,  0.000000
  0.127230, -0.424555,  0.346457,  0.246902,  0.204279, -1.073399, -0.310648,  0.053788,  5.863449, -4.176616,  2.833231, -1.146398,  0.000000
  0.119892, -0.422195,  0.340160,  0.245638,  0.217306, -1.087155, -0.319091,  0.054451,  6.093602, -4.340814,  2.944423, -1.191635,  0.000000
  0.112688, -0.419928,  0.333960,  0.244464,  0.229750, -1.100048, -0.327642,  0.055019,  6.319421, -4.502121,  3.053464, -1.236163,  0.000000
  0.105617, -0.417751,  0.327859,  0.243376,  0.241631, -1.112133, -0.336270,  0.055500,  6.540960, -4.660553,  3.160386, -1.279978,  0.000000
  0.098679, -0.415662,  0.321855,  0.242366,  0.252971, -1.123461, -0.344948,  0.055898,  6.758276, -4.816132,  3.265221, -1.323077,  0.000000
  0.091870, -0.413657,  0.315951,  0.241428,  0.263789, -1.134081, -0.353652,  0.056220,  6.971424, -4.968880,  3.368003, -1.365458,  0.000000
  0.085191, -0.411732,  0.310144,  0.240557,  0.274102, -1.144035, -0.362357,  0.056470,  7.180464, -5.118822,  3.468763, -1.407122,  0.000000
