  0.607240,  0.607240, -0.197304,  0.049238, -0.753971, -0.195245
  0.593809,  0.593877, -0.193088,  0.047886, -0.737338, -0.190730
  0.580680,  0.580807, -0.188957,  0.046627, -0.721095, -0.186386
  0.567845,  0.568025, -0.184911,  0.045435, -0.705223, -0.182179
  0.555297,  0.555524, -0.180947,  0.044296, -0.689706, -0.178092
  0.543030,  0.543299, -0.177064,  0.043200, -0.674536, -0.174114
  0.531037,  0.531342, -0.173261,  0.042143, -0.659702, -0.170237
  0.519312,  0.519648, -0.169537,  0.041119, -0.645195, -0.166456
  0.507848,  0.508211, -0.165890,  0.040128, -0.631009, -0.162765
  0.496639,  0.497026, -0.162319,  0.039165, -0.617135, -0.159162
  0.485680,  0.486087, -0.158823,  0.038230, -0.603566, -0.155642
  0.474965,  0.475388, -0.155399,  0.037322, -0.590296, -0.152205
  0.464488,  0.464925, -0.152047,  0.036438, -0.577318, -0.148845
  0.454244,  0.454692, -0.148766,  0.035578, -0.564624, -0.145563
  0.444228,  0.444685, -0.145553,  0.034740, -0.552210, -0.142355
  0.434433,  0.434897, -0.142408,  0.033925, -0.540069, -0.139219
  0.424856,  0.425325, -0.139330,  0.033131, -0.528194, -0.136153
  0.415491,  0.415963, -0.136317,  0.032357, -0.516580, -0.133156
  0.406334,  0.406808, -0.133368,  0.031602, -0.505221, -0.130226
  0.397380,  0.397854, -0.130481,  0.030867, -0.494112, -0.127362
  0.388624,  0.389096, -0.127655,  0.030151, -0.483246, -0.124561
  0.380061,  0.380532, -0.124890,  0.029452, -0.472619, -0.121822
  0.371688,  0.372156, -0.122183,  0.028770, -0.462226, -0.119144
  0.363501,  0.363965, -0.119535,  0.028106, -0.452061, -0.116525
  0.355494,  0.355953, -0.116942,  0.027458, -0.442119, -0.113964
  0.347664,  0.348119, -0.114406,  0.026825, -0.432396, -0.111460
  0.340008,  0.340456, -0.111923,  0.026208, -0.422886, -0.109010
  0.332520,  0.332962, -0.109494,  0.025606, -0.413585, -0.106615
  0.325198,  0.325633, -0.107116,  0.025019, -0.404489, -0.104273
  0.318038,  0.318466, -0.104790,  0.024446, -0.395592, -0.101982
  0.311035,  0.311456, -0.102514,  0.023886, -0.386891, -0.099742
  0.304188,  0.304600, -0.100286,  0.023340, -0.378381, -0.097551
  0.297491,  0.297896, -0.098106,  0.022807, -0.370058, -0.095408
  0.290942,  0.291339, -0.095974,  0.022287, -0.361918, -0.093313
  0.284538,  0.284926, -0.093887,  0.021779, -0.353956, -0.091263
  0.278274,  0.278655, -0.091845,  0.021283, -0.346170, -0.089258
  0.272149,  0.272521, -0.089847,  0.020799, -0.338555, -0.087298
  0.266159,  0.266523, -0.087892,  0.020327, -0.331107, -0.085381
  0.260301,  0.260656, -0.085980,  0.019865, -0.323823, -0.083506
  0.254573,  0.254919, -0.084109,  0.019415, -0.316699, -0.081672
  0.248970,  0.249308, -0.082278,  0.018975, -0.309731, -0.079878
  0.243491,  0.243820, -0.080486,  0.018545, -0.302917, -0.078124
  0.238133,  0.238454, -0.078734,  0.018125, -0.296252, -0.076408
  0.232892,  0.233205, -0.077019,  0.017715, -0.289734, -0.074730
  0.227767,  0.228072, -0.075341,  0.017315, -0.283359, -0.073089
  0.222756,  0.223052, -0.073700,  0.016924, -0.277125, -0.071484
  0.217854,  0.218143, -0.072094,  0.016542, -0.271027, -0.069914
  0.213060,  0.213341, -0.070523,  0.016169, -0.265063, -0.068379
  0.208372,  0.208646, -0.068986,  0.015805, -0.259231, -0.066877
  0.203788,  0.204053, -0.067483,  0.015449, -0.253527, -0.065409
  0.199304,  0.199562, -0.066012,  0.015101, -0.247948, -0.063972
  0.194919,  0.195170, -0.064572,  0.014762, -0.242492, -0.062568
  0.190630,  0.190874, -0.063165,  0.014430, -0.237156, -0.061194
  0.186436,  0.186673, -0.061787,  0.014105, -0.231937, -0.059850
  0.182335,  0.182565, -0.060440,  0.013789, -0.226833, -0.058536
  0.178323,  0.178546, -0.059121,  0.013479, -0.221841, -0.057251
  0.174400,  0.174617, -0.057832,  0.013177, -0.216959, -0.055994
  0.170563,  0.170774, -0.056570,  0.012881, -0.212184, -0.054764
  0.166811,  0.167015, -0.055336,  0.012592, -0.207514, -0.053562
  0.163141,  0.163339, -0.054129,  0.012310, -0.202947, -0.052386
  0.159552,  0.159744, -0.052948,  0.012034, -0.198481, -0.051235
  0.156042,  0.156228, -0.051792,  0.011765, -0.194112, -0.050110
  0.152609,  0.152790, -0.050662,  0.011501, -0.189840, -0.049010
  0.149252,  0.149427, -0.049556,  0.011244, -0.185662, -0.047934
  0.145969,  0.146139, -0.048475,  0.010992, -0.181575, -0.046882
  0.142758,  0.142922, -0.047417,  0.010747, -0.177579, -0.045852
  0.139617,  0.139777, -0.046382,  0.010506, -0.173670, -0.044846
  0.136546,  0.136701, -0.045369,  0.010271, -0.169847, -0.043861
  0.133542,  0.133692, -0.044378,  0.010042, -0.166109, -0.042898
  0.130605,  0.130750, -0.043410,  0.009817, -0.162452, -0.041956
  0.127732,  0.127872, -0.042462,  0.009598, -0.158876, -0.041035
  0.124922,  0.125058, -0.041534,  0.009384, -0.155379, -0.040134
  0.122174,  0.122306, -0.040627,  0.009174, -0.151959, -0.039253
  0.119487,  0.119614, -0.039740,  0.008969, -0.148614, -0.038391
  0.116858,  0.116982, -0.038872,  0.008769, -0.145342, -0.037548
  0.114288,  0.114407, -0.038023,  0.008573, -0.142143, -0.036724
  0.111774,  0.111890, -0.037193,  0.008382, -0.139014, -0.035917
  0.109315,  0.109427, -0.036381,  0.008194, -0.135953, -0.035129
  0.106911,  0.107019, -0.035586,  0.008011, -0.132960, -0.034357
  0.104559,  0.104664, -0.034809,  0.007833, -0.130033, -0.033603
  0.102259,  0.102361, -0.034048,  0.007658, -0.127170, -0.032865
  0.100010,  0.100108, -0.033304,  0.007487, -0.124371, -0.032144
  0.097810,  0.097905, -0.032577,  0.007319, -0.121633, -0.031438
  0.095658,  0.095750, -0.031865,  0.007156, -0.118955, -0.030747
  0.093554,  0.093643, -0.031169,  0.006996, -0.116336, -0.030072
  0.091496,  0.091583, -0.030488,  0.006840, -0.113774, -0.029412
  0.089484,  0.089567, -0.029822,  0.006687, -0.111269, -0.028766
  0.087516,  0.087596, -0.029170,  0.006537, -0.108819, -0.028134
  0.085591,  0.085669, -0.028533,  0.006391, -0.106423, -0.027516
  0.083708,  0.083783, -0.027909,  0.006248, -0.104080, -0.026912
  0.081867,  0.081940, -0.027299,  0.006108, -0.101789, -0.026321
  0.080066,  0.080136, -0.026703,  0.005971, -0.099547, -0.025743
  0.078305,  0.078373, -0.026119,  0.005838, -0.097355, -0.025177
  0.076583,  0.076648, -0.025549,  0.005707, -0.095212, -0.024624
  0.074898,  0.074962, -0.024990,  0.005579, -0.093115, -0.024083
  0.073251,  0.073312, -0.024444,  0.005454, -0.091065, -0.023554
  0.071639,  0.071699, -0.023910,  0.005331, -0.089060, -0.023037
  0.070064,  0.070121, -0.023387,  0.005212, -0.087098, -0.022530
  0.068523,  0.068578, -0.022876,  0.005095, -0.085181, -0.022035
  0.067015,  0.067069, -0.022376,  0.004980, -0.083305, -0.021551
  0.065541,  0.065593, -0.021887,  0.004868, -0.081470, -0.021078
  0.064100,  0.064150, -0.021409,  0.004758, -0.079676, -0.020614
  0.062690,  0.062738, -0.020941,  0.004651, -0.077922, -0.020161
  0.061311,  0.061358, -0.020483,  0.004546, -0.076206, -0.019718
  0.059962,  0.060007, -0.020036,  0.004443, -0.074527, -0.019285
  0.058644,  0.058687, -0.019598,  0.004343, -0.072886, -0.018861
  0.057354,  0.057396, -0.019169,  0.004245, -0.071281, -0.018446
  0.056092,  0.056133, -0.018750,  0.004149, -0.069711, -0.018041
  0.054858,  0.054898, -0.018340,  0.004054, -0.068176, -0.017644
  0.053652,  0.053690, -0.017940,  0.003962, -0.066675, -0.017256
  0.052472,  0.052508, -0.017547,  0.003872, -0.065206, -0.016877
  0.051318,  0.051353, -0.017164,  0.003784, -0.063770, -0.016506
  0.050189,  0.050223, -0.016789,  0.003698, -0.062366, -0.016143
  0.049085,  0.049118, -0.016422,  0.003613, -0.060992, -0.015788
  0.048005,  0.048037, -0.016063,  0.003531, -0.059649, -0.015441
  0.046950,  0.046980, -0.015712,  0.003450, -0.058335, -0.015101
  0.045917,  0.045946, -0.015368,  0.003371, -0.057050, -0.014769
  0.044907,  0.044935, -0.015032,  0.003293, -0.055794, -0.014444
  0.043919,  0.043946, -0.014704,  0.003218, -0.054565, -0.014127
  0.042953,  0.042979, -0.014382,  0.003143, -0.053363, -0.013816
  0.042009,  0.042034, -0.014068,  0.003071, -0.052188, -0.013512
  0.041085,  0.041109, -0.013760,  0.003000, -0.051038, -0.013215
  0.040181,  0.040204, -0.013460,  0.002930, -0.049914, -0.012924
  0.039297,  0.039320, -0.013165,  0.002862, -0.048815, -0.012640
  0.038433,  0.038455, -0.012878,  0.002795, -0.047739, -0.012361
  0.037588,  0.037608, -0.012596,  0.002730, -0.046688, -0.012090
  0.036761,  0.036781, -0.012321,  0.002666, -0.045660, -0.011824
  0.035952,  0.035972, -0.012051,  0.002603, -0.044654, -0.011563
  0.035162,  0.035180, -0.011788,  0.002542, -0.043670, -0.011309
  0.034388,  0.034406, -0.011530,  0.002482, -0.042708, -0.011060
  0.033632,  0.033649, -0.011278,  0.002423, -0.041768, -0.010817
  0.032892,  0.032909, -0.011032,  0.002366, -0.040848, -0.010579
  0.032169,  0.032185, -0.010791,  0.002309, -0.039948, -0.010346
  0.031461,  0.031476, -0.010555,  0.002254, -0.039068, -0.010118
  0.030769,  0.030784, -0.010324,  0.002200, -0.038207, -0.009895
  0.030093,  0.030106, -0.010098,  0.002147, -0.037366, -0.009678
  0.029431,  0.029444, -0.009878,  0.002095, -0.036542, -0.009465
  0.028783,  0.028796, -0.009662,  0.002044, -0.035738, -0.009256
  0.028150,  0.028163, -0.009451,  0.001994, -0.034950, -0.009052
  0.027531,  0.027543, -0.009244,  0.001945, -0.034180, -0.008853
  0.026926,  0.026937, -0.009042,  0.001898, -0.033427, -0.008658
  0.026334,  0.026344, -0.008844,  0.001851, -0.032691, -0.008468
  0.025754,  0.025765, -0.008651,  0.001805, -0.031971, -0.008281
  0.025188,  0.025198, -0.008462,  0.001760, -0.031267, -0.008099
  0.024634,  0.024643, -0.008277,  0.001715, -0.030578, -0.007921
  0.024092,  0.024101, -0.008096,  0.001672, -0.029904, -0.007746
  0.023562,  0.023571, -0.007919,  0.001630, -0.029245, -0.007576
  0.023044,  0.023052, -0.007746,  0.001588, -0.028601, -0.007409
  0.022537,  0.022545, -0.007577,  0.001547, -0.027971, -0.007246
  0.022042,  0.022049, -0.007411,  0.001507, -0.027355, -0.007086
  0.021557,  0.021564, -0.007249,  0.001468, -0.026752, -0.006930
  0.021083,  0.021089, -0.007091,  0.001429, -0.026163, -0.006777
  0.020619,  0.020625, -0.006936,  0.001392, -0.025587, -0.006628
  0.020166,  0.020172, -0.006784,  0.001355, -0.025023, -0.006482
  0.019722,  0.019728, -0.006636,  0.001318, -0.024472, -0.006339
  0.019289,  0.019294, -0.006491,  0.001283, -0.023932, -0.006199
  0.018864,  0.018869, -0.006349,  0.001248, -0.023405, -0.006062
  0.018449,  0.018454, -0.006210,  0.001213, -0.022890, -0.005929
  0.018044,  0.018048, -0.006074,  0.001179, -0.022385, -0.005798
  0.017647,  0.017651, -0.005942,  0.001146, -0.021892, -0.005670
  0.017259,  0.017263, -0.005812,  0.001114, -0.021410, -0.005545
  0.016879,  0.016883, -0.005685,  0.001082, -0.020938, -0.005422
  0.016508,  0.016511, -0.005561,  0.001050, -0.020477, -0.005302
  0.016145,  0.016148, -0.005439,  0.001019, -0.020026, -0.005185
  0.015790,  0.015793, -0.005320,  0.000989, -0.019585, -0.005070
  0.015443,  0.015445, -0.005204,  0.000959, -0.019153, -0.004958
  0.015103,  0.015105, -0.005090,  0.000930, -0.018731, -0.004848
  0.014771,  0.014773, -0.004979,  0.000901, -0.018319, -0.004740
  0.014446,  0.014448, -0.004870,  0.000873, -0.017915, -0.004635
  0.014128,  0.014130, -0.004764,  0.000845, -0.017520, -0.004532
  0.013818,  0.013819, -0.004660,  0.000817, -0.017134, -0.004431
  0.013514,  0.013515, -0.004558,  0.000790, -0.016757, -0.004332
  0.013217,  0.013218, -0.004458,  0.000764, -0.016388, -0.004236
  0.012926,  0.012927, -0.004361,  0.000737, -0.016027, -0.004141
  0.012642,  0.012643, -0.004265,  0.000711, -0.015674, -0.004048
  0.012364,  0.012365, -0.004172,  0.000686, -0.015328, -0.003957
  0.012092,  0.012093, -0.004081,  0.000661, -0.014991, -0.003868
  0.011826,  0.011826, -0.003992,  0.000636, -0.014660, -0.003781
  0.011566,  0.011566, -0.003905,  0.000611, -0.014338, -0.003696
  0.011312,  0.011312, -0.003819,  0.000587, -0.014022, -0.003612
  0.011063,  0.011063, -0.003736,  0.000563, -0.013713, -0.003530
  0.010820,  0.010820, -0.003654,  0.000539, -0.013411, -0.003449
  0.010582,  0.010581, -0.003574,  0.000516, -0.013115, -0.003370
  0.010349,  0.010349, -0.003496,  0.000492, -0.012826, -0.003293
  0.010121,  0.010121, -0.003420,  0.000469, -0.012544, -0.003217
  0.009899,  0.009898, -0.003345,  0.000446, -0.012268, -0.003142
  0.009681,  0.009681, -0.003272,  0.000423, -0.011997, -0.003069
  0.009468,  0.009468, -0.003200,  0.000401, -0.011733, -0.002997
  0.009260,  0.009259, -0.003131,  0.000378, -0.011475, -0.002926
  0.009056,  0.009056, -0.003062,  0.000356, -0.011222, -0.002856
  0.008857,  0.008856, -0.002995,  0.000333, -0.010975, -0.002788
  0.008663,  0.008661, -0.002930,  0.000311, -0.010733, -0.002720
  0.008472,  0.008471, -0.002866,  0.000288, -0.010497, -0.002654
  0.008286,  0.008285, -0.002803,  0.000266, -0.010266, -0.002588
  0.008104,  0.008102, -0.002742,  0.000243, -0.010040, -0.002524
  0.007925,  0.007924, -0.002682,  0.000221, -0.009819, -0.002460
  0.007751,  0.007750, -0.002623,  0.000198, -0.009603, -0.002397
  0.007581,  0.007579, -0.002566,  0.000175, -0.009391, -0.002334
  0.007414,  0.007412, -0.002510,  0.000152, -0.009185, -0.002273
  0.007251,  0.007249, -0.002455,  0.000128, -0.008982, -0.002211
  0.007092,  0.007090, -0.002401,  0.000104, -0.008785, -0.002151
  0.006936,  0.006934, -0.002349,  0.000080, -0.008592, -0.002090
  0.006783,  0.006781, -0.002298,  0.000055, -0.008403, -0.002030
  0.006634,  0.006632, -0.002247,  0.000030, -0.008218, -0.001971
  0.006488,  0.006486, -0.002198,  0.000005, -0.008037, -0.001911
  0.006345,  0.006344, -0.002150, -0.000021, -0.007861, -0.001852
  0.006206,  0.006204, -0.002103, -0.000046, -0.007688, -0.001793
  0.006070,  0.006067, -0.002057, -0.000072, -0.007519, -0.001735
  0.005936,  0.005934, -0.002012, -0.000098, -0.007354, -0.001677
  0.005806,  0.005803, -0.001968, -0.000123, -0.007193, -0.001620
  0.005678,  0.005676, -0.001925, -0.000146, -0.007035, -0.001564
  0.005553,  0.005551, -0.001883, -0.000168, -0.006881, -0.001510
  0.005431,  0.005429, -0.001842, -0.000187, -0.006731, -0.001458
  0.005312,  0.005309, -0.001802, -0.000203, -0.006584, -0.001410
  0.005195,  0.005193, -0.001763, -0.000216, -0.006440, -0.001364
  0.005081,  0.005078, -0.001724, -0.000224, -0.006300, -0.001321
  0.004969,  0.004967, -0.001686, -0.000229, -0.006162, -0.001282
  0.004860,  0.004857, -0.001650, -0.000232, -0.006028, -0.001245
  0.004753,  0.004750, -0.001614, -0.000231, -0.005897, -0.001211
  0.004648,  0.004646, -0.001578, -0.000229, -0.005769, -0.001179
  0.004546,  0.004544, -0.001544, -0.000226, -0.005644, -0.001149
  0.004446,  0.004444, -0.001510, -0.000221, -0.005521, -0.001120
  0.004348,  0.004346, -0.001477, -0.000216, -0.005401, -0.001092
  0.004253,  0.004250, -0.001445, -0.000211, -0.005284, -0.001065
  0.004159,  0.004157, -0.001413, -0.000206, -0.005169, -0.001038
  0.004068,  0.004065, -0.001382, -0.000200, -0.005057, -0.001013
  0.003978,  0.003976, -0.001352, -0.000195, -0.004948, -0.000988
  0.003891,  0.003888, -0.001323, -0.000189, -0.004840, -0.000963
  0.003805,  0.003803, -0.001294, -0.000184, -0.004735, -0.000939
  0.003722,  0.003719, -0.001265, -0.000179, -0.004633, -0.000916
  0.003640,  0.003637, -0.001238, -0.000173, -0.004533, -0.000894
  0.003560,  0.003557, -0.001211, -0.000168, -0.004435, -0.000871
  0.003482,  0.003479, -0.001184, -0.000163, -0.004339, -0.000850
  0.003405,  0.003403, -0.001158, -0.000158, -0.004245, -0.000828
  0.003330,  0.003328, -0.001133, -0.000153, -0.004153, -0.000808
  0.003257,  0.003255, -0.001108, -0.000149, -0.004063, -0.000787
  0.003185,  0.003183, -0.001084, -0.000144, -0.003976, -0.000767
  0.003115,  0.003113, -0.001060, -0.000140, -0.003890, -0.000748
  0.003047,  0.003044, -0.001037, -0.000135, -0.003806, -0.000729
  0.002980,  0.002977, -0.001015, -0.000131, -0.003724, -0.000710
  0.002914,  0.002912, -0.000992, -0.000127, -0.003644, -0.000692
  0.002850,  0.002848, -0.000971, -0.000123, -0.003565, -0.000674
  0.002788,  0.002785, -0.000950, -0.000118, -0.003489, -0.000657
  0.002726,  0.002724, -0.000929, -0.000115, -0.003413, -0.000640
  0.002666,  0.002664, -0.000909, -0.000111, -0.003340, -0.000623
  0.002608,  0.002605, -0.000889, -0.000107, -0.003268, -0.000607
  0.002551,  0.002548, -0.000869, -0.000103, -0.003198, -0.000591
  0.002494,  0.002492, -0.000850, -0.000100, -0.003129, -0.000575
  0.002440,  0.002437, -0.000832, -0.000096, -0.003062, -0.000560
  0.002386,  0.002384, -0.000813, -0.000093, -0.002997, -0.000545
  0.002334,  0.002331, -0.000796, -0.000089, -0.002932, -0.000530
  0.002282,  0.002280, -0.000778, -0.000086, -0.002869, -0.000516
  0.002232,  0.002230, -0.000761, -0.000083, -0.002808, -0.000502
  0.002183,  0.002181, -0.000745, -0.000080, -0.002748, -0.000488
  0.002135,  0.002133, -0.000728, -0.000076, -0.002689, -0.000475
  0.002088,  0.002086, -0.000713, -0.000073, -0.002632, -0.000462
  0.002042,  0.002040, -0.000697, -0.000071, -0.002576, -0.000449
  0.001997,  0.001995, -0.000682, -0.000068, -0.002521, -0.000437
  0.001953,  0.001951, -0.000667, -0.000065, -0.002467, -0.000424
  0.001910,  0.001908, -0.000652, -0.000062, -0.002414, -0.000412
  0.001869,  0.001866, -0.000638, -0.000059, -0.002363, -0.000401
  0.001827,  0.001825, -0.000624, -0.000057, -0.002312, -0.000389
  0.001787,  0.001785, -0.000610, -0.000054, -0.002263, -0.000378
  0.001748,  0.001746, -0.000597, -0.000052, -0.002215, -0.000367
  0.001710,  0.001707, -0.000584, -0.000049, -0.002168, -0.000356
  0.001672,  0.001670, -0.000571, -0.000047, -0.002122, -0.000346
  0.001635,  0.001633, -0.000559, -0.000045, -0.002077, -0.000336
  0.001599,  0.001597, -0.000547, -0.000042, -0.002033, -0.000326
  0.001564,  0.001562, -0.000535, -0.000040, -0.001990, -0.000316
  0.001530,  0.001528, -0.000523, -0.000038, -0.001948, -0.000306
  0.001496,  0.001494, -0.000512, -0.000036, -0.001907, -0.000297
  0.001463,  0.001461, -0.000500, -0.000034, -0.001866, -0.000288
  0.001431,  0.001429, -0.000489, -0.000032, -0.001827, -0.000279
  0.001400,  0.001398, -0.000479, -0.000030, -0.001788, -0.000270
  0.001369,  0.001367, -0.000468, -0.000028, -0.001751, -0.000262
  0.001339,  0.001337, -0.000458, -0.000026, -0.001714, -0.000253
  0.001309,  0.001307, -0.000448, -0.000024, -0.001678, -0.000245
  0.001281,  0.001279, -0.000438, -0.000022, -0.001643, -0.000237
  0.001252,  0.001250, -0.000429, -0.000020, -0.001608, -0.000229
  0.001225,  0.001223, -0.000419, -0.000019, -0.001574, -0.000222
  0.001198,  0.001196, -0.000410, -0.000017, -0.001541, -0.000214
  0.001172,  0.001170, -0.000401, -0.000015, -0.001509, -0.000207
  0.001146,  0.001144, -0.000392, -0.000014, -0.001477, -0.000200
  0.001121,  0.001119, -0.000384, -0.000012, -0.001447, -0.000193
  0.001096,  0.001094, -0.000375, -0.000011, -0.001416, -0.000186
  0.001072,  0.001070, -0.000367, -0.000009, -0.001387, -0.000179
  0.001048,  0.001047, -0.000359, -0.000008, -0.001358, -0.000173
  0.001025,  0.001024, -0.000351, -0.000006, -0.001330, -0.000166
  0.001003,  0.001001, -0.000344, -0.000005, -0.001302, -0.000160
  0.000981,  0.000979, -0.000336, -0.000004, -0.001275, -0.000154
  0.000959,  0.000957, -0.000329, -0.000002, -0.001248, -0.000148
  0.000938,  0.000936, -0.000322, -0.000001, -0.001222, -0.000142
  0.000918,  0.000916, -0.000315,  0.000000, -0.001197, -0.000137
  0.000897,  0.000896, -0.000308,  0.000001, -0.001172, -0.000131
  0.000878,  0.000876, -0.000301,  0.000002, -0.001148, -0.000126
  0.000858,  0.000857, -0.000294,  0.000004, -0.001124, -0.000120
  0.000840,  0.000838, -0.000288,  0.000005, -0.001101, -0.000115
  0.000821,  0.000819, -0.000282,  0.000006, -0.001079, -0.000110
  0.000803,  0.000801, -0.000276,  0.000007, -0.001056, -0.000105
  0.000785,  0.000784, -0.000270,  0.000008, -0.001035, -0.000100
  0.000768,  0.000766, -0.000264,  0.000009, -0.001013, -0.000096
